Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Season,Production
1/28/2021,2,3,Wind,28.0,Thursday,Winter,7021
02/27/2028,2,3,Wind,300.0,Friday,xyz,-100
6/2/2020,20,21,Wind,154.0,Tuesday,Summer,1623
9/18/2020,10,11,Wind,262.0,Friday,Fall,5286
6/30/2023,15,16,Wind,181.0,Friday,Summer,9841
1/7/2021,5,6,Wind,7.0,Thursday,Winter,487
4/19/2024,5,6,Wind,110.0,Friday,Spring,9003
8/4/2024,17,18,Solar,217.0,Sunday,Summer,6580
6/28/2024,16,17,Solar,180.0,Friday,Summer,6716
12/10/2020,14,15,,345.0,xyz,Winter,40000
9/26/2025,22,23,Wind,269.0,Friday,Fall,313
4/30/2022,22,23,Wind,120.0,Saturday,Spring,40000
3/12/2021,8,9,Wind,71.0,Friday,Spring,10511
6/25/2021,13,14,Solar,176.0,Friday,Summer,5806
3/30/2022,14,15,Solar,89.0,Wednesday,Spring,3152
4/1/2024,1,2,Wind,92.0,Monday,Spring,4949
7/5/2022,0,1,Wind,186.0,Tuesday,Summer,3667
2/26/2025,23,0,Wind,57.0,Wednesday,Winter,8535
10/20/2021,6,7,Wind,293.0,Wednesday,Fall,10876
12/4/2021,2,3,xyz,338.0,Saturday,Winter,
9/20/2022,4,5,Wind,263.0,Tuesday,Fall,2045
3/15/2022,23,0,Wind,74.0,Tuesday,Spring,4205
11/16/2025,4,5,Wind,320.0,Sunday,Fall,1691
2/26/2024,23,0,Wind,57.0,Monday,Winter,14028
3/7/2024,9,10,Wind,67.0,Thursday,Spring,9031
2/15/2022,18,19,Wind,46.0,Tuesday,Winter,13036
9/27/2025,1,2,Wind,270.0,Saturday,Fall,475
7/1/2025,6,7,Wind,182.0,Tuesday,Summer,1421
6/1/2020,16,17,Solar,153.0,Monday,Summer,4570
5/26/2023,11,12,Solar,146.0,Friday,Spring,10688
11/16/2021,17,18,Wind,320.0,Tuesday,Fall,997
3/6/2022,21,22,Wind,65.0,Sunday,Spring,7693
1/27/2020,14,15,Wind,27.0,Monday,Winter,9340
11/23/2024,14,15,Wind,328.0,Saturday,Fall,19392
12/4/2024,4,5,Wind,339.0,Wednesday,Winter,1527
8/2/2025,15,16,Solar,214.0,Saturday,Summer,12289
12/2/2022,22,23,Wind,336.0,Friday,Winter,6777
11/25/2022,12,13,Wind,329.0,Friday,Fall,6116
3/11/2022,18,19,Wind,70.0,Friday,Spring,10430
10/25/2025,4,5,Wind,298.0,Saturday,Fall,13923
7/13/2021,23,0,Wind,194.0,Tuesday,Summer,5065
7/22/2024,13,14,Solar,204.0,Monday,Summer,10243
4/30/2021,7,8,Wind,120.0,Friday,Spring,1408
4/28/2024,21,xyz,Wind,119.0,,xyz,3181
2/25/2024,5,6,Wind,56.0,Sunday,Winter,7291
xyz,13,14,Solar,254.0,Monday,Fall,7117
6/9/2024,4,5,Wind,161.0,Sunday,Summer,3499
3/11/2022,20,21,Wind,70.0,Friday,Spring,10416
6/15/2025,7,8,Wind,166.0,Sunday,Summer,2381
9/18/2021,7,8,Wind,261.0,Saturday,Fall,1755
10/21/2020,10,11,Wind,295.0,Wednesday,Fall,14414
7/15/2022,17,18,Solar,196.0,Friday,Summer,6073
4/2/2024,6,7,Wind,93.0,Tuesday,Spring,xyz
3/27/2025,8,9,Wind,86.0,Thursday,Spring,5016
1/29/2022,11,12,Wind,29.0,Saturday,Winter,9867
9/21/2024,3,4,Wind,265.0,Saturday,Fall,3321
9/16/2020,10,11,Solar,260.0,Wednesday,Fall,2486
10/23/2023,9,10,Wind,296.0,Monday,Fall,8658
11/8/2020,14,15,Solar,313.0,Sunday,Fall,3198
8/29/2024,10,11,Solar,242.0,Thursday,Summer,5199
7/3/2020,2,3,Wind,185.0,Friday,Summer,3011
7/11/2023,12,13,Solar,192.0,Tuesday,Summer,9090
3/29/2023,5,6,Wind,88.0,Wednesday,Spring,4271
3/15/2023,19,20,Wind,74.0,Wednesday,Spring,2059
3/8/2021,3,4,Wind,67.0,Monday,Spring,2869
9/21/2023,22,23,Wind,264.0,Thursday,Fall,6683
3/9/2024,4,5,Wind,69.0,Saturday,Spring,11240
3/31/2021,9,10,Wind,90.0,Wednesday,Spring,3600
1/13/2023,17,18,Wind,13.0,Friday,Winter,12114
1/18/2022,15,16,Wind,18.0,Tuesday,Winter,4530
3/22/2025,7,8,Wind,81.0,Saturday,Spring,8524
8/29/2020,12,13,Wind,242.0,Saturday,Summer,4482
9/6/2021,16,17,Solar,249.0,Monday,Fall,4649
10/9/2024,13,14,Wind,283.0,Wednesday,Fall,12421
6/3/2024,1,2,Wind,155.0,Monday,Summer,3047
02/27/2028,18,19,Wind,62.0,Monday,Spring,40000
11/14/2023,14,15,Wind,318.0,Tuesday,Fall,16988
4/5/2025,19,20,Wind,95.0,Saturday,Spring,6203
5/5/2024,7,8,Wind,126.0,Sunday,Spring,2579
12/11/2023,0,1,Wind,345.0,Monday,Winter,13562
9/25/2021,16,17,xyz,268.0,Saturday,Fall,3402
10/12/2023,11,12,Solar,285.0,Thursday,Fall,7762
11/12/2022,12,13,Solar,316.0,Saturday,Fall,5376
7/27/2025,21,22,Wind,208.0,Sunday,Summer,4242
xyz,5,6,Wind,310.0,Sunday,xyz,7347
10/10/2024,23,0,Wind,284.0,Thursday,Fall,2319
1/7/2020,xyz,4,Wind,7.0,Tuesday,Winter,3967
8/15/2021,3,4,Wind,227.0,Sunday,Summer,883
6/24/2024,4,5,Wind,176.0,Monday,Summer,2733
7/18/2023,9,10,Solar,199.0,Tuesday,Summer,4325
7/9/2023,3,4,Wind,190.0,Sunday,Summer,2355
1/3/2023,15,16,Wind,3.0,Tuesday,Winter,9035
9/17/2022,11,12,Wind,260.0,Saturday,Fall,10410
02/27/2028,17,18,Wind,132.0,Wednesday,xyz,-100
5/8/2024,19,20,Wind,129.0,Wednesday,Spring,4590
7/22/2025,21,22,Wind,203.0,Tuesday,Summer,1826
9/3/2025,10,11,Wind,246.0,Wednesday,Fall,18721
3/17/2022,13,14,Wind,76.0,Thursday,Spring,5469
4/8/2024,22,23,Wind,99.0,Monday,Spring,9778
8/14/2023,7,8,Wind,226.0,Monday,Summer,2587
10/13/2020,9,10,Wind,287.0,Tuesday,Fall,4332
8/18/2021,18,19,Wind,230.0,Wednesday,Summer,3918
2/10/2024,3,4,Wind,41.0,Saturday,Winter,4487
5/17/2021,15,16,Wind,137.0,Monday,Spring,15134
7/22/2023,7,8,Wind,203.0,Saturday,Summer,2381
5/22/2020,23,0,Wind,143.0,Friday,Spring,1663
5/1/2024,15,16,Wind,122.0,Wednesday,Spring,2385
1/20/2022,19,20,Wind,20.0,Thursday,Winter,5272
6/11/2023,1,2,Wind,162.0,Sunday,Summer,1826
9/7/2021,16,17,Wind,250.0,Tuesday,Fall,6840
12/25/2023,11,12,Wind,359.0,Monday,Winter,15160
8/30/2020,1,2,Wind,243.0,Sunday,Summer,2748
7/7/2022,1,2,Wind,188.0,Thursday,Summer,3488
10/27/2025,19,20,Wind,300.0,Monday,Fall,9625
8/24/2025,17,18,Solar,236.0,Sunday,Summer,7445
8/20/2023,16,17,Solar,232.0,Sunday,Summer,6206
4/26/2022,14,15,Solar,116.0,Tuesday,Spring,7982
1/27/2024,3,4,Wind,27.0,Saturday,Winter,2096
02/27/2028,8,9,xyz,68.0,Tuesday,Spring,40000
8/17/2025,22,23,Wind,229.0,Sunday,Summer,7604
5/8/2023,17,18,Solar,128.0,Monday,Spring,5446
6/5/2020,12,13,Wind,157.0,Friday,Summer,13242
7/22/2020,xyz,13,Solar,204.0,Wednesday,Summer,40000
9/14/2020,12,13,Solar,258.0,Monday,Fall,4786
5/2/2021,19,20,Wind,122.0,Sunday,Spring,1824
12/28/2023,7,8,Wind,362.0,Thursday,Winter,13513
2/15/2020,9,10,Wind,46.0,Saturday,Winter,8611
6/3/2022,15,16,Solar,154.0,Friday,Summer,5923
12/25/2020,6,7,Wind,360.0,Friday,Winter,6272
10/10/2020,9,10,Wind,284.0,Saturday,Fall,2717
6/20/2022,3,4,Wind,171.0,Monday,Summer,4084
12/22/2022,10,11,Wind,356.0,Thursday,Winter,12428
1/14/2020,5,6,Wind,14.0,Tuesday,Winter,40000
5/8/2024,14,15,Solar,129.0,Wednesday,Spring,9558
3/18/2021,19,20,Wind,77.0,Thursday,Spring,3876
11/24/2025,7,8,Wind,xyz,Monday,Fall,8309
7/25/2021,5,6,Wind,206.0,Sunday,Summer,2988
7/16/2024,1,2,Wind,198.0,Tuesday,Summer,8767
3/24/2022,9,10,Solar,83.0,Thursday,Spring,4911
4/9/2022,10,11,Solar,99.0,Saturday,Spring,5360
8/9/2025,14,15,Solar,221.0,Saturday,Summer,5192
1/6/2023,16,17,Wind,6.0,Friday,Winter,6433
5/18/2021,12,13,Solar,138.0,Tuesday,Spring,5550
5/16/2021,6,7,Wind,136.0,Sunday,Spring,4293
6/2/2021,15,16,Solar,,Wednesday,Summer,xyz
10/4/2022,23,xyz,Wind,277.0,Tuesday,Fall,2160
9/20/2024,22,23,Wind,264.0,Friday,Fall,3712
2/23/2025,21,22,Wind,54.0,Sunday,Winter,11852
6/5/2022,22,23,Wind,156.0,Sunday,Summer,3284
2/3/2023,16,17,Wind,34.0,Friday,Winter,7659
5/11/2025,17,18,Wind,131.0,Sunday,Spring,4090
4/12/2021,13,14,Solar,102.0,Monday,Spring,6529
6/26/2025,7,8,Wind,177.0,Thursday,Summer,7668
12/8/2021,1,2,Wind,342.0,Wednesday,xyz,xyz
2/6/2025,16,17,Wind,37.0,Thursday,Winter,12071
12/30/2020,19,20,Wind,365.0,Wednesday,Winter,5298
9/6/2021,10,11,Solar,249.0,Monday,Fall,3616
1/30/2020,0,1,Wind,30.0,Thursday,Winter,5384
12/8/2021,18,19,Wind,342.0,Wednesday,Winter,5364
10/10/2023,15,16,Solar,283.0,Tuesday,Fall,6674
11/26/2020,1,2,Wind,331.0,Thursday,Fall,2773
8/28/2021,16,17,Wind,240.0,Saturday,Summer,9387
3/19/2022,13,14,Wind,78.0,Saturday,Spring,12710
12/20/2022,xyz,2,Wind,354.0,Tuesday,Winter,13886
6/6/2024,16,,Solar,xyz,Thursday,Summer,40000
5/18/2024,11,12,Solar,139.0,Saturday,Spring,4830
1/29/2025,5,6,Wind,29.0,Wednesday,Winter,13127
3/29/2025,4,5,Wind,88.0,Saturday,Spring,9879
5/25/2022,4,5,Wind,145.0,Wednesday,Spring,2759
12/24/2021,11,12,,358.0,Friday,Winter,3872
4/20/2020,3,4,Wind,111.0,Monday,Spring,5296
9/7/2025,5,6,Wind,250.0,Sunday,Fall,6061
8/24/2023,17,18,Wind,236.0,Thursday,Summer,9861
11/19/2024,2,3,Wind,324.0,Tuesday,Fall,16568
12/5/2024,10,11,Wind,340.0,Thursday,Winter,16407
5/9/2022,6,7,Wind,129.0,Monday,Spring,2226
5/30/2023,17,18,Wind,150.0,Tuesday,Spring,40000
6/15/2021,6,7,Wind,166.0,Tuesday,Summer,1647
9/13/2022,17,18,Wind,256.0,Tuesday,Fall,4288
4/5/2025,4,5,Wind,95.0,Saturday,Spring,7492
2/10/2022,19,20,Wind,41.0,Thursday,Winter,3020
7/9/2022,9,10,Solar,190.0,Saturday,Summer,4215
7/5/2023,13,14,Wind,186.0,Wednesday,Summer,12672
2/22/2024,23,0,Wind,53.0,Thursday,Winter,15643
12/30/2021,5,6,Wind,364.0,Thursday,Winter,8676
6/25/2020,13,14,Solar,177.0,Thursday,Summer,5081
10/3/2022,18,19,Wind,276.0,Monday,Fall,1731
02/27/2028,18,xyz,Solar,182.0,xyz,Summer,-100
5/22/2024,9,10,Wind,143.0,Wednesday,Spring,8005
2/1/2022,9,10,Wind,32.0,Tuesday,Winter,9308
3/13/2020,16,17,Wind,73.0,Friday,Spring,5262
8/1/2023,20,21,Wind,213.0,Tuesday,Summer,7412
11/15/2024,10,11,Solar,320.0,Friday,Fall,5039
xyz,18,19,Wind,xyz,Saturday,Fall,8209
5/4/2024,17,18,Wind,125.0,Saturday,Spring,5803
3/20/2023,20,21,Wind,79.0,Monday,Spring,1690
2/4/2024,10,11,Wind,35.0,Sunday,Winter,8994
4/10/2021,20,21,Wind,100.0,Saturday,Spring,4730
11/22/2024,14,15,Wind,327.0,Friday,Fall,15122
10/26/2021,16,17,Wind,299.0,Tuesday,Fall,5120
02/27/2028,,9,Wind,170.0,Sunday,Summer,-100
1/22/2022,20,21,Wind,22.0,Saturday,Winter,2136
12/3/2021,2,3,Wind,337.0,Friday,Winter,2724
12/17/2024,16,17,Wind,352.0,Tuesday,Winter,5399
2/22/2021,3,4,Wind,53.0,Monday,Winter,6815
5/18/2024,9,10,Solar,139.0,Saturday,Spring,3617
4/24/2023,18,19,Wind,114.0,Monday,Spring,6416
xyz,22,23,Wind,201.0,Tuesday,Summer,-100
4/2/2023,21,22,Wind,92.0,Sunday,Spring,7144
1/23/2025,6,7,Wind,23.0,Thursday,Winter,5894
11/9/2021,23,0,Wind,313.0,Tuesday,Fall,871
8/3/2024,3,4,Wind,216.0,Saturday,Summer,3586
4/19/2022,11,12,Solar,109.0,Tuesday,Spring,4623
4/18/2022,5,6,Wind,108.0,Monday,Spring,3161
5/4/2020,19,20,Wind,125.0,Monday,Spring,4587
2/22/2021,20,21,Wind,53.0,Monday,Winter,5302
3/5/2020,6,7,Wind,65.0,Thursday,Spring,5871
6/17/2022,18,19,Solar,168.0,Friday,Summer,3404
2/23/2024,0,1,Wind,54.0,Friday,Winter,15206
3/4/2023,19,20,Wind,63.0,Saturday,Spring,3414
3/8/2024,11,12,Wind,68.0,Friday,Spring,10265
2/13/2023,14,15,Solar,44.0,Monday,Winter,6344
2/7/2023,18,19,,38.0,Tuesday,Winter,5042
6/22/2022,1,2,Wind,173.0,Wednesday,Summer,3887
2/12/2020,2,3,Wind,43.0,Wednesday,Winter,9274
7/4/2024,15,16,Wind,186.0,Thursday,Summer,40000
1/18/2025,10,11,Solar,18.0,Saturday,Winter,3129
1/16/2024,15,16,Solar,16.0,Tuesday,Winter,1871
4/9/2023,3,4,Wind,99.0,Sunday,Spring,3548
6/13/2023,23,0,Wind,164.0,Tuesday,Summer,5004
5/26/2020,21,22,Wind,147.0,Tuesday,Spring,4408
1/18/2024,13,14,Wind,18.0,Thursday,Winter,7406
12/8/2020,22,23,Wind,343.0,Tuesday,Winter,2543
7/13/2021,1,2,Wind,194.0,Tuesday,Summer,3421
1/2/2023,7,8,Wind,2.0,Monday,Winter,6552
1/3/2021,22,23,Wind,3.0,Sunday,Winter,2226
6/12/2024,19,20,Wind,164.0,Wednesday,Summer,3484
11/13/2022,16,17,Wind,317.0,Sunday,Fall,1605
11/30/2021,21,22,Wind,334.0,Tuesday,Fall,12769
8/1/2024,15,16,Solar,214.0,xyz,Summer,8835
9/6/2021,9,10,Solar,249.0,Monday,Fall,2723
5/13/2024,5,6,Wind,134.0,Monday,Spring,1791
2/11/2020,4,5,Wind,42.0,Tuesday,Winter,11863
4/13/2023,10,11,Wind,103.0,Thursday,Spring,12488
12/16/2023,14,15,Solar,350.0,Saturday,Winter,4910
6/21/2022,0,1,Wind,172.0,Tuesday,Summer,5789
10/25/2022,18,19,Wind,298.0,Tuesday,Fall,4686
1/25/2023,8,9,Wind,25.0,Wednesday,Winter,2111
4/24/2024,16,17,Wind,115.0,Wednesday,Spring,10914
9/19/2022,11,12,Solar,262.0,Monday,Fall,6983
5/17/2023,11,12,Solar,137.0,Wednesday,Spring,12591
4/21/2025,19,20,Wind,111.0,Monday,Spring,4219
8/21/2023,7,8,Wind,233.0,Monday,Summer,1897
11/2/2025,9,10,xyz,306.0,Sunday,Fall,11230
4/23/2023,13,14,Wind,113.0,Sunday,Spring,15150
1/12/2020,7,8,Wind,12.0,Sunday,Winter,7395
12/25/2020,4,5,Wind,360.0,Friday,Winter,6542
6/24/2023,19,20,Solar,175.0,Saturday,Summer,3126
5/26/2024,9,10,Wind,147.0,Sunday,Spring,6474
2/11/2020,2,3,Wind,42.0,Tuesday,Winter,12337
8/30/2024,8,9,Wind,243.0,Friday,Summer,4148
12/10/2020,13,14,Wind,345.0,Thursday,Winter,4035
12/11/2021,3,4,Wind,345.0,Saturday,Winter,7886
2/1/2025,12,13,Solar,32.0,Saturday,Winter,6265
4/25/2022,4,5,Wind,115.0,Monday,Spring,3390
2/15/2020,7,8,Wind,46.0,Saturday,Winter,6365
9/22/2025,12,13,Wind,265.0,Monday,Fall,15222
4/21/2022,4,5,Wind,111.0,Thursday,Spring,3354
4/17/2021,11,12,Wind,107.0,Saturday,Spring,8185
4/6/2022,17,xyz,Wind,96.0,Wednesday,Spring,13616
9/6/2025,9,10,Wind,249.0,Saturday,Fall,9528
7/5/2024,15,16,Solar,187.0,Friday,Summer,11741
8/24/2024,13,14,Wind,237.0,Saturday,Summer,10581
11/24/2024,12,13,Wind,329.0,Sunday,Fall,40000
1/14/2021,3,4,Wind,14.0,Thursday,Winter,7406
9/5/2024,10,11,Wind,249.0,Thursday,Fall,7511
1/21/2024,13,14,Wind,21.0,Sunday,Winter,15113
1/4/2020,19,20,Wind,4.0,Saturday,Winter,2969
8/11/2020,1,2,Wind,224.0,Tuesday,Summer,1697
1/10/2023,5,6,Wind,10.0,Tuesday,Winter,7343
1/16/2024,0,1,Wind,16.0,Tuesday,Winter,2197
3/9/2022,15,16,Wind,68.0,Wednesday,Spring,7922
10/6/2022,5,6,Wind,279.0,Thursday,Fall,2090
2/13/2025,1,2,Wind,44.0,Thursday,Winter,1112
11/4/2020,1,2,Wind,309.0,Wednesday,Fall,1716
1/8/2025,21,22,Wind,8.0,Wednesday,Winter,12892
9/28/2020,6,7,Wind,xyz,Monday,Fall,3962
4/8/2024,23,0,Wind,99.0,Monday,Spring,9139
4/27/2025,14,15,Solar,117.0,Sunday,Spring,4067
10/19/2020,8,9,Wind,293.0,Monday,Fall,3178
3/17/2025,2,3,Wind,76.0,Monday,Spring,5489
02/27/2028,17,xyz,Wind,62.0,Wednesday,Spring,40000
8/10/2023,8,9,Wind,222.0,Thursday,Summer,3790
10/18/2025,4,5,Wind,291.0,Saturday,Fall,5140
8/25/2024,16,17,Solar,238.0,Sunday,Summer,4862
10/14/2021,19,20,Wind,287.0,Thursday,Fall,884
8/27/2022,12,13,Solar,239.0,Saturday,Summer,7198
1/6/2024,22,23,Wind,6.0,Saturday,Winter,7362
10/26/2024,7,8,Wind,300.0,Saturday,Fall,2152
2/22/2024,9,10,Wind,53.0,Thursday,Winter,17056
9/19/2024,7,8,Wind,263.0,Thursday,Fall,8099
2/4/2021,9,10,Wind,35.0,Thursday,Winter,2756
xyz,12,13,Wind,346.0,Sunday,Winter,40000
1/5/2025,2,3,Wind,5.0,Sunday,Winter,11792
11/25/2023,2,3,Wind,329.0,Saturday,Fall,8586
12/15/2020,2,3,Wind,350.0,Tuesday,Winter,5470
7/22/2023,22,23,Wind,203.0,Saturday,Summer,4175
xyz,0,1,Wind,111.0,Monday,xyz,40000
9/16/2022,6,7,Wind,259.0,Friday,Fall,1953
11/4/2021,16,17,Wind,308.0,Thursday,Fall,3606
9/19/2021,0,1,Wind,262.0,Sunday,Fall,3579
6/20/2024,12,13,Solar,172.0,Thursday,Summer,5316
10/13/2021,18,19,Wind,,Wednesday,xyz,2194
6/27/2020,11,12,Wind,179.0,Saturday,,xyz
6/3/2020,16,17,Solar,155.0,Wednesday,Summer,3604
3/18/2020,12,13,Solar,78.0,Wednesday,Spring,4055
1/5/2021,19,20,Wind,5.0,Tuesday,Winter,1794
2/5/2021,9,10,Wind,36.0,Friday,Winter,2001
11/24/2020,23,0,Wind,329.0,Tuesday,Fall,6768
11/27/2022,12,13,Wind,331.0,Sunday,Fall,8438
3/3/2020,6,7,Wind,63.0,Tuesday,Spring,4440
7/24/2024,11,12,,206.0,Wednesday,xyz,6845
5/1/2024,21,22,Wind,122.0,Wednesday,Spring,5445
1/24/2023,21,22,Wind,24.0,Tuesday,Winter,2611
6/11/2025,22,23,Wind,162.0,Wednesday,Summer,6852
11/27/2020,10,11,Wind,332.0,Friday,Fall,2632
8/4/2020,5,6,Wind,217.0,Tuesday,Summer,2214
12/1/2020,12,13,Wind,336.0,Tuesday,Winter,8412
8/26/2022,17,18,Solar,238.0,Friday,Summer,5462
2/25/2025,4,5,Wind,56.0,Tuesday,Winter,3644
9/13/2022,21,22,Wind,256.0,Tuesday,Fall,2822
9/30/2021,16,17,Wind,273.0,Thursday,Fall,6986
1/21/2020,19,20,Wind,21.0,Tuesday,Winter,3804
12/3/2020,20,21,Wind,338.0,Thursday,Winter,12392
5/30/2022,8,9,Solar,150.0,Monday,Spring,2738
12/13/2024,21,22,Wind,348.0,Friday,Winter,718
02/27/2028,20,xyz,Wind,298.0,Monday,Fall,-100
4/4/2020,9,10,Wind,95.0,Saturday,Spring,3591
9/30/2021,13,14,Solar,273.0,Thursday,Fall,8373
10/9/2025,11,12,Solar,282.0,Thursday,Fall,5069
11/6/2021,4,5,Wind,310.0,Saturday,Fall,2796
xyz,9,10,Wind,262.0,Sunday,Fall,40000
4/15/2023,11,12,Wind,105.0,Saturday,Spring,12042
6/13/2023,3,4,Wind,164.0,Tuesday,Summer,3141
8/17/2024,22,23,Wind,230.0,Saturday,Summer,2408
02/27/2028,1,2,Wind,332.0,xyz,Fall,-100
2/16/2021,23,0,Wind,47.0,Tuesday,Winter,9342
2/4/2024,19,20,Wind,35.0,Sunday,Winter,8459
3/14/2020,16,17,Wind,74.0,Saturday,Spring,5134
6/24/2020,19,20,Wind,176.0,Wednesday,Summer,3291
8/29/2020,14,15,Wind,242.0,Saturday,Summer,5103
8/19/2025,19,20,Wind,231.0,Tuesday,Summer,4330
8/3/2023,15,16,Wind,215.0,Thursday,Summer,12675
2/19/2021,16,17,Wind,50.0,Friday,Winter,6776
1/10/2023,4,5,Wind,10.0,Tuesday,Winter,7471
3/6/2022,22,23,Wind,65.0,Sunday,Spring,7705
9/3/2025,20,21,Wind,246.0,Wednesday,Fall,13651
7/19/2023,8,9,Wind,200.0,Wednesday,Summer,4118
6/19/2023,16,17,Solar,170.0,Monday,Summer,4302
1/8/2022,14,15,Wind,8.0,Saturday,Winter,15893
5/15/2023,4,5,Wind,135.0,Monday,Spring,2885
11/7/2024,8,9,Wind,312.0,Thursday,Fall,2657
1/13/2025,10,11,Wind,13.0,Monday,Winter,7719
6/26/2024,11,12,Solar,178.0,Wednesday,Summer,6737
9/15/2021,8,9,Wind,258.0,Wednesday,Fall,2190
4/3/2025,3,4,Wind,93.0,Thursday,Spring,10072
7/18/2022,11,12,Solar,199.0,Monday,Summer,6471
8/14/2021,0,1,Wind,226.0,Saturday,Summer,1478
7/29/2023,16,17,Wind,210.0,Saturday,Summer,11633
1/31/2021,17,18,Wind,31.0,Sunday,Winter,5433
3/13/2022,9,10,Wind,72.0,Sunday,Spring,9151
12/2/2023,5,6,Wind,336.0,Saturday,Winter,3249
9/9/2021,14,15,Wind,252.0,Thursday,Fall,5286
7/1/2022,7,8,Wind,182.0,Friday,Summer,2336
9/6/2021,11,12,Solar,249.0,Monday,Fall,4607
5/5/2025,17,18,Wind,125.0,Monday,Spring,12722
3/3/2024,22,23,Wind,63.0,Sunday,Spring,5144
1/25/2020,12,13,Solar,25.0,Saturday,Winter,2654
1/18/2025,13,14,Solar,18.0,Saturday,Winter,4165
12/15/2020,xyz,17,Wind,350.0,Tuesday,Winter,xyz
5/14/2022,19,20,Wind,134.0,Saturday,Spring,1781
4/10/2020,22,23,Wind,101.0,Friday,Spring,3686
1/11/2023,1,2,Wind,11.0,Wednesday,Winter,14468
3/22/2020,21,22,Wind,82.0,Sunday,Spring,9593
12/26/2022,13,14,Wind,360.0,Monday,Winter,10092
6/10/2023,18,19,Solar,161.0,Saturday,Summer,4468
2/7/2022,22,23,Wind,38.0,Monday,Winter,4802
4/23/2024,3,4,Wind,114.0,Tuesday,Spring,4610
12/27/2020,22,23,Wind,362.0,Sunday,Winter,7389
5/5/2023,,16,Solar,125.0,Friday,Spring,40000
1/24/2025,8,9,Wind,24.0,Friday,Winter,18114
3/23/2025,17,18,Wind,82.0,Sunday,Spring,3278
10/7/2023,4,5,Wind,280.0,Saturday,Fall,1842
3/10/2022,18,19,Wind,69.0,Thursday,Spring,4082
9/19/2023,23,0,Wind,262.0,Tuesday,Fall,6877
9/30/2025,20,21,Wind,273.0,Tuesday,Fall,2697
12/31/2023,2,3,Wind,365.0,Sunday,Winter,16903
6/29/2020,16,17,xyz,181.0,Monday,xyz,10010
4/21/2022,7,8,Wind,111.0,Thursday,Spring,3553
12/4/2021,8,9,Wind,338.0,Saturday,Winter,8370
9/23/2024,22,23,Wind,267.0,Monday,Fall,5320
10/8/2023,xyz,9,Wind,281.0,Sunday,Fall,1493
1/16/2021,11,12,Wind,16.0,Saturday,Winter,6320
5/6/2020,12,13,Solar,127.0,xyz,Spring,40000
2/27/2024,7,8,Wind,58.0,Tuesday,Winter,11863
7/15/2023,3,4,Wind,196.0,Saturday,Summer,6810
5/27/2021,21,22,Wind,147.0,Thursday,Spring,1552
5/8/2022,0,1,Wind,128.0,Sunday,Spring,4571
9/9/2024,9,10,Wind,253.0,Monday,Fall,9339
4/3/2023,10,11,Wind,93.0,Monday,Spring,9447
2/26/2021,5,6,Wind,57.0,Friday,Winter,2352
12/9/2022,22,23,Wind,343.0,Friday,Winter,1529
7/23/2022,7,8,Wind,204.0,Saturday,Summer,1348
6/6/2024,15,16,Solar,158.0,Thursday,Summer,8506
12/30/2023,12,13,Wind,364.0,Saturday,Winter,12265
9/18/2020,13,14,Wind,262.0,Friday,Fall,6346
6/27/2025,xyz,3,Wind,xyz,Friday,Summer,3511
02/27/2028,9,10,Wind,29.0,Saturday,Winter,-100
3/21/2020,4,5,Wind,81.0,Saturday,Spring,7299
6/25/2021,0,1,Wind,176.0,Friday,Summer,2162
7/8/2024,8,9,Solar,190.0,Monday,Summer,3111
3/12/2023,1,2,Wind,71.0,Sunday,Spring,6082
2/24/2020,10,11,Wind,55.0,Monday,Winter,11258
2/26/2025,16,17,Wind,57.0,Wednesday,Winter,15275
6/23/2025,1,2,Wind,174.0,Monday,Summer,4846
11/20/2021,18,19,Wind,324.0,Saturday,Fall,210
02/27/2028,16,17,Solar,231.0,Tuesday,Summer,-100
8/15/2022,16,17,Solar,227.0,Monday,Summer,7560
12/19/2022,4,5,Wind,353.0,Monday,Winter,12566
2/4/2021,1,2,Wind,35.0,Thursday,Winter,5125
11/20/2024,8,9,Wind,325.0,Wednesday,Fall,5746
3/13/2022,18,19,Wind,72.0,Sunday,Spring,5913
6/17/2023,10,11,Solar,168.0,Saturday,Summer,5207
1/15/2023,12,13,Wind,15.0,Sunday,Winter,19266
3/1/2023,0,1,Wind,60.0,Wednesday,Spring,7633
11/9/2022,17,18,Wind,313.0,Wednesday,Fall,4408
12/7/2024,4,5,Wind,342.0,Saturday,Winter,18556
8/9/2022,3,4,Wind,221.0,Tuesday,Summer,6466
9/10/2023,17,18,Solar,253.0,Sunday,Fall,4930
4/3/2021,13,14,Wind,93.0,Saturday,Spring,14891
1/20/2023,10,11,Wind,20.0,Friday,Winter,4641
10/28/2023,11,12,Wind,301.0,Saturday,Fall,16187
9/6/2020,6,7,Wind,250.0,Sunday,Fall,40000
11/18/2022,15,16,Wind,322.0,Friday,Fall,4771
5/2/2024,22,23,Wind,123.0,Thursday,Spring,10099
11/22/2022,23,0,Wind,326.0,Tuesday,Fall,8882
1/4/2021,8,9,Wind,4.0,Monday,Winter,1699
3/14/2020,21,22,Wind,74.0,Saturday,Spring,3347
11/10/2024,3,4,Wind,315.0,Sunday,Fall,699
8/26/2020,7,8,Wind,239.0,Wednesday,Summer,8615
9/23/2021,20,21,Wind,266.0,Thursday,Fall,1171
