Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Production
5/30/2024,22,23,Wind,151,Thursday,May,5569
8/20/2020,19,20,Wind,233,Thursday,August,2909
9/6/2025,5,6,Wind,249,Saturday,September,4929
8/9/2022,8,9,Wind,221,Tuesday,August,5025
6/3/2022,17,18,Solar,154,Friday,June,4573
11/30/2022,23,0,Wind,334,Wednesday,November,3616
11/27/2021,23,0,Wind,331,Saturday,November,8198
9/13/2020,14,15,Solar,257,Sunday,September,4060
11/7/2022,3,4,Wind,311,Monday,November,11035
10/30/2024,18,19,Wind,304,Wednesday,October,3257
2/28/2022,12,13,Solar,59,Monday,February,6321
6/15/2020,6,7,Wind,167,Monday,June,2078
7/5/2023,16,17,Wind,186,Wednesday,July,11951
4/10/2020,11,12,Solar,101,Friday,April,4108
5/31/2022,15,16,Solar,151,Tuesday,May,7493
2/21/2021,23,0,Wind,52,Sunday,February,7694
2/16/2022,22,23,Wind,47,Wednesday,February,15863
2/7/2021,16,17,Wind,38,Sunday,February,4577
4/7/2025,1,2,Wind,97,Monday,April,8027
6/21/2020,8,9,Wind,173,Sunday,June,3303
10/25/2021,16,17,Wind,298,Monday,October,3790
5/25/2023,3,4,Wind,145,Thursday,May,7037
6/12/2022,13,14,Solar,163,Sunday,June,6589
6/4/2021,9,10,Solar,155,Friday,June,2557
7/21/2023,6,7,Wind,202,Friday,July,2672
6/8/2021,11,12,Solar,159,Tuesday,June,4775
6/18/2023,12,13,Solar,169,Sunday,June,6966
12/3/2024,12,13,Solar,338,Tuesday,December,3711
6/19/2020,5,6,Wind,171,Friday,June,2118
7/3/2022,10,11,Solar,184,Sunday,July,5228
10/8/2025,14,15,Solar,281,Wednesday,October,7493
9/25/2024,0,1,Wind,269,Wednesday,September,3856
4/17/2022,8,9,Wind,107,Sunday,April,5779
4/4/2021,3,4,Wind,94,Sunday,April,5993
2/1/2024,4,5,Wind,32,Thursday,February,7315
8/30/2025,2,3,Wind,242,Saturday,August,6065
9/19/2023,16,17,Wind,262,Tuesday,September,14372
3/19/2021,16,17,Wind,78,Friday,March,12517
9/8/2025,19,20,Wind,251,Monday,September,2523
9/26/2023,14,15,Solar,269,Tuesday,September,6884
3/8/2020,14,15,Wind,68,Sunday,March,12474
11/3/2022,4,5,Wind,307,Thursday,November,9034
2/5/2023,10,11,Wind,36,Sunday,February,9405
2/8/2024,17,18,Wind,39,Thursday,February,15352
12/22/2022,22,23,Wind,356,Thursday,December,11749
4/17/2024,9,10,Wind,108,Wednesday,April,6435
1/14/2020,20,21,Wind,14,Tuesday,January,12731
12/6/2024,14,15,Wind,341,Friday,December,10164
5/18/2021,0,1,Wind,138,Tuesday,May,6267
2/6/2020,18,19,Wind,37,Thursday,February,4355
4/29/2025,13,14,Solar,119,Tuesday,April,5626
2/17/2020,18,19,Wind,48,Monday,February,11206
11/27/2024,21,22,Wind,332,Wednesday,November,7587
11/22/2023,9,10,Wind,326,Wednesday,November,6723
2/7/2022,15,16,Wind,38,Monday,February,6177
12/22/2021,21,22,Wind,356,Wednesday,December,5683
12/31/2023,9,10,Wind,365,Sunday,December,17316
7/16/2020,18,19,Wind,198,Thursday,July,3356
5/2/2020,0,1,Wind,123,Saturday,May,6278
2/24/2024,15,16,Wind,55,Saturday,February,14891
3/10/2020,10,11,Wind,70,Tuesday,March,13038
1/30/2021,15,16,Wind,30,Saturday,January,7602
2/8/2024,11,12,Wind,39,Thursday,February,17591
5/20/2021,20,21,Wind,140,Thursday,May,7966
9/9/2020,5,6,Wind,253,Wednesday,September,996
1/16/2021,19,20,Wind,16,Saturday,January,6506
11/24/2024,14,15,Wind,329,Sunday,November,21819
2/3/2023,23,0,Wind,34,Friday,February,3645
1/22/2021,22,23,Wind,22,Friday,January,6450
11/3/2021,3,4,Wind,307,Wednesday,November,3691
2/7/2020,16,17,Wind,38,Friday,February,4506
2/17/2024,17,18,Wind,48,Saturday,February,2886
4/8/2022,21,22,Wind,98,Friday,April,9139
5/20/2022,0,1,Wind,140,Friday,May,2743
6/9/2021,3,4,Wind,160,Wednesday,June,1231
6/18/2021,2,3,Wind,169,Friday,June,4004
6/10/2025,17,18,Solar,161,Tuesday,June,9108
1/29/2022,12,13,Wind,29,Saturday,January,10699
5/4/2022,16,17,Solar,124,Wednesday,May,5479
5/10/2022,8,9,Wind,130,Tuesday,May,3851
1/21/2021,17,18,Wind,21,Thursday,January,12458
6/16/2021,5,6,Wind,167,Wednesday,June,1216
6/27/2022,23,0,Wind,178,Monday,June,1976
8/23/2024,6,7,Wind,236,Friday,August,10900
2/4/2024,13,14,Wind,35,Sunday,February,10941
2/14/2022,1,2,Wind,45,Monday,February,14132
6/19/2021,23,0,Wind,170,Saturday,June,3400
6/8/2022,7,8,Wind,159,Wednesday,June,3640
8/25/2020,5,6,Wind,238,Tuesday,August,3173
6/16/2024,9,10,Wind,168,Sunday,June,6479
5/8/2023,6,7,Wind,128,Monday,May,1286
9/24/2024,21,22,Wind,268,Tuesday,September,4210
8/9/2023,23,0,Wind,221,Wednesday,August,2266
4/2/2024,23,0,Wind,93,Tuesday,April,9775
10/25/2025,13,14,Wind,298,Saturday,October,12273
7/4/2025,6,7,Wind,185,Friday,July,3695
5/18/2025,19,20,Wind,138,Sunday,May,4077
12/14/2020,3,4,Wind,349,Monday,December,9160
11/19/2022,3,4,Wind,323,Saturday,November,2488
10/20/2025,14,15,Wind,293,Monday,October,19450
10/10/2020,0,1,Wind,284,Saturday,October,2884
6/1/2022,18,19,Solar,152,Wednesday,June,4000
12/8/2023,14,15,Wind,342,Friday,December,6066
10/23/2020,11,12,Wind,297,Friday,October,3018
11/25/2025,21,22,Wind,329,Tuesday,November,10266
6/3/2023,17,18,Wind,154,Saturday,June,8586
12/10/2022,16,17,Wind,344,Saturday,December,1838
8/13/2023,6,7,Wind,225,Sunday,August,1032
11/17/2024,1,2,Wind,322,Sunday,November,4491
7/31/2023,12,13,Wind,212,Monday,July,17513
7/20/2025,13,14,Wind,201,Sunday,July,7495
2/28/2022,6,7,Wind,59,Monday,February,4013
7/27/2023,22,23,Wind,208,Thursday,July,3939
9/5/2025,15,16,Solar,248,Friday,September,9529
10/7/2022,17,18,Solar,280,Friday,October,2927
4/30/2022,21,22,Wind,120,Saturday,April,4089
6/6/2023,7,8,Wind,157,Tuesday,June,5204
7/29/2022,16,17,Solar,210,Friday,July,5618
8/5/2023,8,9,Wind,217,Saturday,August,5666
8/31/2023,11,12,Solar,243,Thursday,August,8438
5/4/2020,6,7,Wind,125,Monday,May,875
6/16/2021,14,15,Solar,167,Wednesday,June,5156
8/1/2022,2,3,Wind,213,Monday,August,1917
9/17/2021,21,22,Wind,260,Friday,September,1114
7/5/2024,0,1,Wind,187,Friday,July,4259
5/12/2024,0,1,Wind,133,Sunday,May,4318
2/22/2022,6,7,Wind,53,Tuesday,February,6223
7/31/2023,15,16,Wind,212,Monday,July,17999
3/27/2024,9,10,Wind,87,Wednesday,March,9902
3/2/2021,14,15,Solar,61,Tuesday,March,3937
6/2/2024,10,11,Wind,154,Sunday,June,5701
1/17/2020,16,17,Wind,17,Friday,January,8528
8/8/2024,9,10,Solar,221,Thursday,August,4427
11/4/2021,14,15,Wind,308,Thursday,November,5011
5/18/2020,19,20,Wind,139,Monday,May,3310
7/16/2022,3,4,Wind,197,Saturday,July,3194
8/27/2021,19,20,Wind,239,Friday,August,4899
7/13/2021,12,13,Wind,194,Tuesday,July,6391
2/3/2022,18,19,Wind,34,Thursday,February,2389
9/11/2021,17,18,Solar,254,Saturday,September,3667
9/5/2024,0,1,Wind,249,Thursday,September,3543
11/20/2021,3,4,Wind,324,Saturday,November,1611
6/24/2022,14,15,Wind,175,Friday,June,9746
3/10/2024,14,15,Solar,70,Sunday,March,4234
4/5/2022,11,12,Wind,95,Tuesday,April,8790
9/8/2025,14,15,Solar,251,Monday,September,6888
7/23/2024,14,15,Wind,205,Tuesday,July,14217
9/7/2023,2,3,Wind,250,Thursday,September,2642
9/7/2024,14,15,Solar,251,Saturday,September,7737
4/19/2020,21,22,Wind,110,Sunday,April,5061
9/6/2022,8,9,Wind,249,Tuesday,September,3417
1/9/2024,17,18,Wind,9,Tuesday,January,3535
9/13/2024,12,13,Solar,257,Friday,September,10419
1/18/2025,17,18,Wind,18,Saturday,January,1549
3/27/2024,17,18,Wind,87,Wednesday,March,11682
9/22/2025,9,10,Wind,265,Monday,September,10971
6/22/2024,5,6,Wind,174,Saturday,June,6080
5/11/2022,1,2,Wind,131,Wednesday,May,2851
5/11/2020,13,14,Wind,132,Monday,May,12947
10/28/2024,16,17,Wind,302,Monday,October,1928
8/21/2021,14,15,Solar,233,Saturday,August,5952
6/19/2021,2,3,Wind,170,Saturday,June,1962
1/4/2022,0,1,Wind,4,Tuesday,January,7777
2/12/2025,6,7,Wind,43,Wednesday,February,2158
1/23/2023,8,9,Wind,23,Monday,January,4951
3/4/2020,23,0,Wind,64,Wednesday,March,5088
12/3/2020,6,7,Wind,338,Thursday,December,4001
5/29/2025,7,8,Wind,149,Thursday,May,3173
1/28/2024,0,1,Wind,28,Sunday,January,7084
11/18/2022,1,2,Wind,322,Friday,November,9293
12/28/2024,6,7,Wind,363,Saturday,December,459
8/29/2022,18,19,Wind,241,Monday,August,4151
2/9/2025,15,16,Solar,40,Sunday,February,3225
8/25/2023,5,6,Wind,237,Friday,August,2492
10/27/2020,16,17,Wind,301,Tuesday,October,11928
3/16/2022,4,5,Wind,75,Wednesday,March,3942
1/19/2020,20,21,Wind,19,Sunday,January,7105
3/31/2020,7,8,Wind,91,Tuesday,March,6917
1/6/2020,18,19,Wind,6,Monday,January,5455
6/29/2024,19,20,Wind,181,Saturday,June,6169
1/23/2021,18,19,Wind,23,Saturday,January,4866
2/11/2023,21,22,Wind,42,Saturday,February,3706
1/2/2021,20,21,Wind,2,Saturday,January,1679
8/23/2025,20,21,Wind,235,Saturday,August,2368
9/28/2025,8,9,Wind,271,Sunday,September,2444
4/27/2024,8,9,Wind,118,Saturday,April,5758
1/30/2023,22,23,Wind,30,Monday,January,2185
10/20/2024,17,18,Wind,294,Sunday,October,12601
12/24/2023,12,13,Wind,358,Sunday,December,18989
2/11/2024,12,13,Wind,42,Sunday,February,16222
5/7/2023,18,19,Solar,127,Sunday,May,4243
9/15/2024,8,9,Wind,259,Sunday,September,4614
6/28/2020,10,11,Wind,180,Sunday,June,6325
9/19/2025,8,9,Wind,262,Friday,September,6897
2/9/2021,16,17,Wind,40,Tuesday,February,5426
7/31/2020,11,12,Solar,213,Friday,July,4900
10/26/2021,0,1,Wind,299,Tuesday,October,3045
12/16/2022,19,20,Wind,350,Friday,December,3195
1/29/2020,23,0,Wind,29,Wednesday,January,5513
9/24/2021,22,23,Wind,267,Friday,September,931
10/27/2021,20,21,Wind,300,Wednesday,October,3065
2/15/2025,14,15,Solar,46,Saturday,February,8642
9/14/2025,10,11,Wind,257,Sunday,September,7239
10/20/2022,7,8,Wind,293,Thursday,October,4845
3/4/2022,0,1,Wind,63,Friday,March,1413
5/3/2024,7,8,Wind,124,Friday,May,8341
8/17/2021,4,5,Wind,229,Tuesday,August,1885
11/28/2021,19,20,Wind,332,Sunday,November,6095
9/30/2021,21,22,Wind,273,Thursday,September,4158
11/28/2024,10,11,Solar,333,Thursday,November,4209
10/17/2021,0,1,Wind,290,Sunday,October,1743
1/4/2021,17,18,Wind,4,Monday,January,2632
12/7/2021,19,20,Wind,341,Tuesday,December,13582
8/1/2021,20,21,Wind,213,Sunday,August,2253
3/15/2025,23,0,Wind,74,Saturday,March,10551
11/22/2022,19,20,Wind,326,Tuesday,November,10777
4/5/2023,6,7,Wind,95,Wednesday,April,1210
7/17/2020,12,13,Solar,199,Friday,July,4317
8/6/2024,23,0,Wind,219,Tuesday,August,2233
6/28/2025,23,0,Wind,179,Saturday,June,3775
7/3/2024,7,8,Wind,185,Wednesday,July,2585
10/30/2021,21,22,Wind,303,Saturday,October,4778
10/13/2024,1,2,Wind,287,Sunday,October,4549
12/16/2023,13,14,Solar,350,Saturday,December,5397
6/24/2022,8,9,Wind,175,Friday,June,3144
4/15/2020,21,22,Wind,106,Wednesday,April,4276
3/15/2024,11,12,Wind,75,Friday,March,17560
7/24/2024,20,21,Wind,206,Wednesday,July,1586
3/7/2021,21,22,Wind,66,Sunday,March,3502
9/23/2020,5,6,Wind,267,Wednesday,September,2783
1/25/2021,21,22,Wind,25,Monday,January,4109
3/19/2025,5,6,Wind,78,Wednesday,March,8747
7/6/2024,23,0,Wind,188,Saturday,July,5189
1/27/2023,22,23,Wind,27,Friday,January,6655
9/4/2024,20,21,Wind,248,Wednesday,September,2481
1/1/2024,17,18,Wind,1,Monday,January,10564
1/30/2021,10,11,Wind,30,Saturday,January,8257
1/24/2021,20,21,Wind,24,Sunday,January,6877
8/12/2025,10,11,Solar,224,Tuesday,August,7716
4/13/2023,19,20,Wind,103,Thursday,April,4785
4/20/2022,3,4,Wind,110,Wednesday,April,4398
2/13/2025,9,10,Wind,44,Thursday,February,2537
10/9/2020,13,14,Wind,283,Friday,October,5265
4/17/2023,8,9,Wind,107,Monday,April,4552
9/4/2023,14,15,Solar,247,Monday,September,11169
10/31/2023,8,9,Wind,304,Tuesday,October,6962
10/7/2025,5,6,Wind,280,Tuesday,October,1676
9/24/2023,19,20,Wind,267,Sunday,September,3941
10/13/2020,18,19,Wind,287,Tuesday,October,3429
2/15/2024,17,18,Wind,46,Thursday,February,9122
1/13/2025,19,20,Wind,13,Monday,January,4520
10/22/2021,14,15,Wind,295,Friday,October,8088
8/12/2023,13,14,Solar,224,Saturday,August,9111
3/20/2020,13,14,Wind,80,Friday,March,7442
7/21/2022,22,23,Wind,202,Thursday,July,2408
12/31/2024,20,21,Wind,366,Tuesday,December,9552
9/2/2025,13,14,Wind,245,Tuesday,September,16688
8/14/2020,23,0,Wind,227,Friday,August,686
1/8/2025,0,1,Wind,8,Wednesday,January,6353
5/8/2025,20,21,Wind,128,Thursday,May,5960
5/4/2023,22,23,Wind,124,Thursday,May,3584
4/23/2023,1,2,Wind,113,Sunday,April,6699
9/13/2020,20,21,Wind,257,Sunday,September,951
7/10/2020,12,13,Wind,192,Friday,July,6165
12/20/2023,4,5,Wind,354,Wednesday,December,8793
7/18/2025,18,19,Solar,199,Friday,July,5288
3/16/2022,18,19,Wind,75,Wednesday,March,3316
8/25/2023,11,12,Wind,237,Friday,August,8302
10/14/2025,14,15,Solar,287,Tuesday,October,11181
2/17/2021,21,22,Wind,48,Wednesday,February,7707
9/16/2023,20,21,Wind,259,Saturday,September,1885
8/10/2021,21,22,Wind,222,Tuesday,August,542
8/9/2021,15,16,Wind,221,Monday,August,9102
5/2/2022,16,17,Solar,122,Monday,May,5358
3/28/2022,9,10,Solar,87,Monday,March,3516
4/20/2020,2,3,Wind,111,Monday,April,5375
2/20/2022,10,11,Wind,51,Sunday,February,15513
3/8/2021,23,0,Wind,67,Monday,March,2567
8/16/2021,9,10,Wind,228,Monday,August,7321
9/27/2021,2,3,Wind,270,Monday,September,3723
6/29/2024,8,9,Wind,181,Saturday,June,4165
10/7/2025,12,13,Solar,280,Tuesday,October,8314
10/29/2024,19,20,Wind,303,Tuesday,October,674
9/9/2025,8,9,Wind,252,Tuesday,September,2391
5/30/2023,5,6,Wind,150,Tuesday,May,8783
11/10/2021,20,21,Wind,314,Wednesday,November,1104
10/19/2025,21,22,Wind,292,Sunday,October,13960
2/16/2025,14,15,Solar,47,Sunday,February,8204
3/26/2021,1,2,Wind,85,Friday,March,3152
4/23/2024,7,8,Wind,114,Tuesday,April,4692
9/19/2025,7,8,Wind,262,Friday,September,5338
11/25/2021,18,19,Wind,329,Thursday,November,3297
4/27/2022,10,11,Solar,117,Wednesday,April,6931
5/2/2023,14,15,Solar,122,Tuesday,May,9196
3/13/2024,0,1,Wind,73,Wednesday,March,7514
7/4/2024,0,1,Wind,186,Thursday,July,6535
12/27/2022,10,11,Wind,361,Tuesday,December,5429
7/15/2024,21,22,Wind,197,Monday,July,6164
2/10/2023,15,16,Solar,41,Friday,February,5479
9/5/2025,2,3,Wind,248,Friday,September,3819
9/6/2022,20,21,Wind,249,Tuesday,September,4005
8/7/2023,22,23,Wind,219,Monday,August,1931
9/4/2024,13,14,Solar,248,Wednesday,September,4320
1/8/2022,0,1,Wind,8,Saturday,January,10236
5/30/2021,16,17,Solar,150,Sunday,May,5335
9/13/2021,17,18,Solar,256,Monday,September,2883
10/19/2021,12,13,Wind,292,Tuesday,October,9041
4/3/2021,11,12,Wind,93,Saturday,April,14649
2/13/2023,8,9,Wind,44,Monday,February,3835
4/3/2021,15,16,Wind,93,Saturday,April,14172
3/16/2025,15,16,Wind,75,Sunday,March,10636
5/17/2025,8,9,Solar,137,Saturday,May,5285
1/24/2024,11,12,Wind,24,Wednesday,January,15878
4/24/2024,20,21,Wind,115,Wednesday,April,4020
11/17/2020,13,14,Wind,322,Tuesday,November,5108
8/9/2023,22,23,Wind,221,Wednesday,August,1959
5/29/2025,11,12,Solar,149,Thursday,May,10277
7/22/2025,22,23,Wind,203,Tuesday,July,1341
10/18/2024,12,13,Solar,292,Friday,October,4706
7/22/2022,9,10,Solar,203,Friday,July,3758
2/21/2022,5,6,Wind,52,Monday,February,14523
6/24/2021,23,0,Wind,175,Thursday,June,2162
7/7/2020,6,7,Wind,189,Tuesday,July,1878
4/24/2024,4,5,Wind,115,Wednesday,April,4675
6/21/2021,15,16,Solar,172,Monday,June,4730
6/22/2023,23,0,Wind,173,Thursday,June,4037
2/4/2021,4,5,Wind,35,Thursday,February,3121
7/16/2024,16,17,Wind,198,Tuesday,July,15949
12/24/2021,12,13,Wind,358,Friday,December,3894
12/21/2022,6,7,Wind,355,Wednesday,December,6478
6/22/2023,21,22,Wind,173,Thursday,June,3887
9/18/2022,11,12,Solar,261,Sunday,September,8658
11/14/2023,2,3,Wind,318,Tuesday,November,12663
9/25/2020,22,23,Wind,269,Friday,September,11575
11/29/2021,17,18,Wind,333,Monday,November,2940
1/7/2020,2,3,Wind,7,Tuesday,January,4456
6/14/2023,17,18,Solar,165,Wednesday,June,6898
10/14/2025,20,21,Wind,287,Tuesday,October,5978
1/24/2025,15,16,Wind,24,Friday,January,15824
2/8/2020,20,21,Wind,39,Saturday,February,4159
8/2/2020,2,3,Wind,215,Sunday,August,2827
5/21/2020,11,12,Solar,142,Thursday,May,3955
11/20/2021,2,3,Wind,324,Saturday,November,1571
9/12/2025,20,21,Wind,255,Friday,September,5420
10/4/2024,8,9,Wind,278,Friday,October,4337
12/19/2022,13,14,Wind,353,Monday,December,14687
11/1/2021,7,8,Wind,305,Monday,November,8626
10/26/2023,7,8,Wind,299,Thursday,October,5630
7/14/2020,12,13,Solar,196,Tuesday,July,4580
7/7/2020,19,20,Wind,189,Tuesday,July,2817
5/29/2023,14,15,Wind,149,Monday,May,9413
4/21/2022,0,1,Wind,111,Thursday,April,3888
6/12/2021,16,17,Solar,163,Saturday,June,4466
3/8/2020,16,17,Wind,68,Sunday,March,9704
5/27/2024,16,17,Wind,148,Monday,May,8348
9/13/2023,11,12,Solar,256,Wednesday,September,4788
3/25/2022,13,14,Solar,84,Friday,March,8918
3/18/2023,2,3,Wind,77,Saturday,March,7698
3/10/2023,3,4,Wind,69,Friday,March,15527
9/1/2025,12,13,Wind,244,Monday,September,12274
4/18/2020,9,10,Solar,109,Saturday,April,1917
3/31/2020,2,3,Wind,91,Tuesday,March,6481
8/5/2022,15,16,Solar,217,Friday,August,9755
7/8/2020,15,16,Solar,190,Wednesday,July,7135
12/31/2021,14,15,Wind,365,Friday,December,5926
5/21/2022,0,1,Wind,141,Saturday,May,2769
5/15/2024,11,12,Solar,136,Wednesday,May,5852
10/4/2022,7,8,Wind,277,Tuesday,October,1403
6/30/2025,9,10,Solar,181,Monday,June,5823
2/28/2025,23,0,Wind,59,Friday,February,7076
10/2/2021,22,23,Wind,275,Saturday,October,13184
2/21/2020,5,6,Wind,52,Friday,February,4204
11/5/2024,22,23,Wind,310,Tuesday,November,64
7/19/2021,1,2,Wind,200,Monday,July,6188
7/21/2023,4,5,Wind,202,Friday,July,2102
6/26/2023,0,1,Wind,177,Monday,June,5494
10/11/2025,12,13,Solar,284,Saturday,October,9663
10/27/2022,20,21,Wind,300,Thursday,October,8245
12/2/2024,20,21,Wind,337,Monday,December,8546
10/16/2020,6,7,Wind,290,Friday,October,3056
7/20/2025,15,16,Wind,201,Sunday,July,12774
3/28/2022,10,11,Solar,87,Monday,March,4340
12/3/2022,5,6,Wind,337,Saturday,December,6384
12/31/2020,21,22,Wind,366,Thursday,December,1257
1/29/2023,18,19,Wind,29,Sunday,January,2744
7/9/2023,23,0,Wind,190,Sunday,July,1743
5/22/2023,2,3,Wind,142,Monday,May,3069
6/22/2022,14,15,Solar,173,Wednesday,June,5729
5/2/2021,3,4,Wind,122,Sunday,May,2088
10/31/2021,8,9,Wind,304,Sunday,October,11372
3/2/2023,15,16,Solar,61,Thursday,March,6140
9/12/2022,6,7,Wind,255,Monday,September,2813
11/15/2025,6,7,Wind,319,Saturday,November,3450
2/5/2022,14,15,Wind,36,Saturday,February,9733
4/20/2024,1,2,Wind,111,Saturday,April,6953
5/19/2022,8,9,Wind,139,Thursday,May,4300
10/22/2023,4,5,Wind,295,Sunday,October,8008
9/18/2023,23,0,Wind,261,Monday,September,7001
10/25/2020,10,11,Wind,299,Sunday,October,8575
4/10/2025,16,17,Solar,100,Thursday,April,11745
11/30/2020,7,8,Wind,335,Monday,November,1192
8/2/2025,20,21,Wind,214,Saturday,August,3196
4/14/2025,0,1,Wind,104,Monday,April,2026
12/19/2024,21,22,Wind,354,Thursday,December,11190
8/2/2020,11,12,Solar,215,Sunday,August,4919
5/28/2023,18,19,Wind,148,Sunday,May,9012
1/10/2023,21,22,Wind,10,Tuesday,January,15393
6/15/2024,9,10,Wind,167,Saturday,June,9480
9/26/2020,4,5,Wind,270,Saturday,September,11282
5/2/2020,4,5,Wind,123,Saturday,May,4894
4/28/2025,11,12,Solar,118,Monday,April,4376
5/20/2025,7,8,Wind,140,Tuesday,May,4311
7/16/2025,13,14,Solar,197,Wednesday,July,16578
8/12/2025,16,17,Solar,224,Tuesday,August,10907
3/23/2021,9,10,Solar,82,Tuesday,March,4067
1/14/2023,18,19,Wind,14,Saturday,January,15326
7/8/2021,2,3,Wind,189,Thursday,July,1488
8/9/2025,10,11,Solar,221,Saturday,August,3448
2/21/2023,17,18,Solar,52,Tuesday,February,869
3/29/2023,0,1,Wind,88,Wednesday,March,6093
7/30/2022,11,12,Solar,211,Saturday,July,5930
10/27/2025,7,8,Wind,300,Monday,October,17802
6/11/2024,17,18,Solar,163,Tuesday,June,7247
8/8/2025,22,23,Wind,220,Friday,August,1630
2/16/2022,12,13,Wind,47,Wednesday,February,16347
1/13/2023,10,11,Wind,13,Friday,January,15395
4/25/2022,1,2,Wind,115,Monday,April,3668
12/14/2023,20,21,Wind,348,Thursday,December,3591
9/4/2021,8,9,Solar,247,Saturday,September,1187
5/27/2023,19,20,Wind,147,Saturday,May,4102
1/26/2025,20,21,Wind,26,Sunday,January,19656
2/15/2022,4,5,Wind,46,Tuesday,February,6794
6/11/2023,2,3,Wind,162,Sunday,June,1886
10/10/2024,10,11,Wind,284,Thursday,October,7943
7/9/2021,8,9,Solar,190,Friday,July,1919
11/4/2022,14,15,Wind,308,Friday,November,9929
7/12/2025,10,11,Solar,193,Saturday,July,7841
5/15/2020,9,10,Wind,136,Friday,May,5485
8/22/2024,5,6,Wind,235,Thursday,August,3741
8/21/2025,3,4,Wind,233,Thursday,August,3941
6/8/2023,22,23,Wind,159,Thursday,June,4836
11/2/2023,22,23,Wind,306,Thursday,November,13810
7/1/2022,8,9,Solar,182,Friday,July,3085
11/29/2023,8,9,Wind,333,Wednesday,November,3264
12/15/2022,20,21,Wind,349,Thursday,December,8252
11/22/2020,12,13,Solar,327,Sunday,November,3513
1/19/2024,8,9,Wind,19,Friday,January,1853
10/19/2021,14,15,Wind,292,Tuesday,October,9102
2/10/2022,23,0,Wind,41,Thursday,February,4526
6/12/2024,12,13,Solar,164,Wednesday,June,7765
6/4/2023,5,6,Wind,155,Sunday,June,5679
7/19/2022,15,16,Wind,200,Tuesday,July,11170
5/2/2023,11,12,Solar,122,Tuesday,May,8102
8/11/2021,14,15,Solar,223,Wednesday,August,5206
8/19/2020,19,20,Wind,232,Wednesday,August,4389
9/9/2023,8,9,Wind,252,Saturday,September,3168
9/28/2025,7,8,Wind,271,Sunday,September,1682
11/8/2024,2,3,Wind,313,Friday,November,3076
11/6/2022,0,1,Wind,310,Sunday,November,7294
3/7/2025,16,17,Wind,66,Friday,March,10145
5/26/2025,19,20,Wind,146,Monday,May,6045
10/19/2024,3,4,Wind,293,Saturday,October,5398
5/4/2024,3,4,Wind,125,Saturday,May,1621
12/19/2020,15,16,Wind,354,Saturday,December,7381
2/26/2022,22,23,Wind,57,Saturday,February,9788
5/2/2025,0,1,Wind,122,Friday,May,3120
1/25/2021,3,4,Wind,25,Monday,January,6216
5/31/2021,14,15,Solar,151,Monday,May,7792
8/31/2022,15,16,Solar,243,Wednesday,August,6387
6/5/2022,9,10,Wind,156,Sunday,June,4067
11/15/2025,17,18,Wind,319,Saturday,November,2411
11/30/2021,7,8,Wind,334,Tuesday,November,10783
5/31/2021,10,11,Solar,151,Monday,May,5841
1/22/2024,17,18,Wind,22,Monday,January,15270
12/30/2023,10,11,Wind,364,Saturday,December,9894
1/30/2025,19,20,Wind,30,Thursday,January,5671
9/5/2021,11,12,Solar,248,Sunday,September,4314
1/9/2020,1,2,Wind,9,Thursday,January,6791
4/23/2021,13,14,Solar,113,Friday,April,8700
6/4/2024,11,12,Solar,156,Tuesday,June,7598
3/30/2023,1,2,Wind,89,Thursday,March,10637
4/27/2024,9,10,Wind,118,Saturday,April,6678
8/25/2025,19,20,Solar,237,Monday,August,1530
5/28/2025,11,12,Wind,148,Wednesday,May,17816
6/8/2025,9,10,Wind,159,Sunday,June,6704
4/3/2020,6,7,Wind,94,Friday,April,1937
11/27/2023,11,12,Wind,331,Monday,November,12040
4/22/2025,20,21,Wind,112,Tuesday,April,2969
5/21/2025,19,20,Wind,141,Wednesday,May,4828
5/29/2023,6,7,Wind,149,Monday,May,8675
2/9/2023,3,4,Wind,40,Thursday,February,1576
12/4/2022,15,16,Wind,338,Sunday,December,2810
7/16/2021,6,7,Wind,197,Friday,July,3728
10/3/2022,0,1,Wind,276,Monday,October,1222
5/28/2025,23,0,Wind,148,Wednesday,May,4889
3/15/2022,11,12,Wind,74,Tuesday,March,4615
5/31/2021,21,22,Wind,151,Monday,May,3264
1/13/2025,22,23,Wind,13,Monday,January,3259
6/1/2020,7,8,Wind,153,Monday,June,3913
7/18/2023,10,11,Solar,199,Tuesday,July,5486
5/14/2022,9,10,Solar,134,Saturday,May,3796
8/19/2023,16,17,Solar,231,Saturday,August,6926
12/26/2020,16,17,Wind,361,Saturday,December,7889
2/13/2023,19,20,Wind,44,Monday,February,2268
5/3/2024,1,2,Wind,124,Friday,May,8707
1/3/2021,16,17,Wind,3,Sunday,January,2047
3/11/2024,23,0,Wind,71,Monday,March,5325
3/11/2020,0,1,Wind,71,Wednesday,March,11237
4/23/2022,2,3,Wind,113,Saturday,April,5741
12/27/2023,10,11,Wind,361,Wednesday,December,12488
7/7/2020,18,19,Solar,189,Tuesday,July,3597
2/27/2024,15,16,Wind,58,Tuesday,February,8814
7/15/2023,19,20,Wind,196,Saturday,July,11663
2/8/2025,17,18,Wind,39,Saturday,February,3341
2/1/2023,11,12,Wind,32,Wednesday,February,9989
4/28/2022,14,15,Solar,118,Thursday,April,7861
3/24/2020,14,15,Wind,84,Tuesday,March,6350
